target_id,source,brand,model,colorway,size_kr,size_us,condition_grade,box_included,ebay_price_krw,currency,price_type,item_url,item_title,item_condition,shipping_price,collected_at,description,filter_reason
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,510000,KRW,listing_price,https://www.ebay.com/itm/116985967096?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item1b3ce831f8:g:N7sAAeSwb99pabr7,NEW Nike Air Jordan 1 Retro OG Chicago Lost and Found Size 9.5,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 510000 KRW. Original eBay price 375.0 USD. Collected on 2026-05-19. Item title: NEW Nike Air Jordan 1 Retro OG Chicago Lost and Found Size 9.5.,size_mismatch_or_kids
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,462000,KRW,listing_price,https://www.ebay.com/itm/116612739042?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item1b26a92fe2:g:iBQAAeSwMtloLkoJ&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGbOYRs%2Bn%2BieQd07spwLonw%2BZp55fd1uPPlEDDvOTxg4ZmEc7jFoqufWhkcSV1scabFlvr6qukRB3zNn%2BJEj%2FzlemguUF69IR6Ags4aXm97HlfTDPJG2Zs6lFBzp3dm4acZ5umFfYICb9m3JfOKoVEabEpm8A%2FQ0ihj8ZLRovTQhGvFwCAysGCFc55yBBzI7iIqUF74YYQwWW5ThiL%2B6088ynijzWtWIT59Hq7Np4W3u%2BId4pLl8tnveoNvpZHdJqN8khXg%2FvlJDJqraS7aUBfjcllsbWiVlMfJmj6ruhf4s2gr6xyE%2FuNNajaALQPZVNuk%3D,DS New Nike Air Jordan Retro 1 High OG Lost And Found Chicago 2022 Size 9.5 Red,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 462000 KRW. Original eBay price 339.95 USD. Collected on 2026-05-19. Item title: DS New Nike Air Jordan Retro 1 High OG Lost And Found Chicago 2022 Size 9.5 Red.,size_mismatch_or_kids
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,A,unknown,204000,KRW,listing_price,https://www.ebay.com/itm/397621698793?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item5c9419a0e9:g:hgIAAeSwtVpplMqM,Nike Air Jordan 1 Retro High OG lost and founds size 8,Pre-owned - Excellent,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition A. Box included unknown. eBay reference listing price 204000 KRW. Original eBay price 150.0 USD. Collected on 2026-05-19. Item title: Nike Air Jordan 1 Retro High OG lost and founds size 8.,size_mismatch_or_kids
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,A,unknown,143000,KRW,listing_price,https://www.ebay.com/itm/227279565579?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item34eaeaf30b:g:gYgAAeSwCoRpyq6u&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGabG5AdpMgqCQW0EkonLxocOJw2kk9RuA%2BbsDFgMGvBn0QP5B5RVXcSxv2uKPnomnxIULANhDnRTPrSYrhaXNDdnmG%2FxJobkrPbYh9l%2BOao5ZgjqfkPgHz0Z%2F3ViXG%2F8mFfN6kRt4AArnWVmnjZZGrau2n8EDBB5QrjvYUwlZStykNJjJ8XFz%2FioXmXQxghiHh3KUt%2BgBYlSTTBhfw6%2FZa9RiLoAOyAleL%2BOSh27QUHlQk81XHl9rgwZe1cm5%2Bu2etNyeqps%2BmA2GL90mZOL%2Fesj6jg1H2lRzbPJQMTBuL3I5f%2Fj1UWCbqNL37gV0UcM8M%3D,Nike Jordan 1 Retro High OG Chicago Lost and Found - Size 7 - With Box,Pre-owned - Excellent,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition A. Box included unknown. eBay reference listing price 143000 KRW. Original eBay price 104.99 USD. Collected on 2026-05-19. Item title: Nike Jordan 1 Retro High OG Chicago Lost and Found - Size 7 - With Box.,size_mismatch_or_kids
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,222000,KRW,listing_price,https://www.ebay.com/itm/358538306203?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item537a8c629b:g:0qgAAeSwZAFpvFX9&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGYzARUGYZIp1ofxJuW%2FsRFvFNzPcIPtFjeBQAeclIUNw6LFDrLzO%2B6xDsevsD4jnZo3Bjd6Dprtg6YzeYUl%2FPL4aCfD%2B--J9zRQGwtbJcHmHK17ct%2Fxgzy6yEJ2aIUZsbd6R9AyMEgKElIqq0oMFH351xycLMUo7PuleyKjhaC4Kz%2BGKWm%2BkHm7ZJpg8O6WkmjyBDfP83UF31kvgYVDczyV5GniaIs3q1mSBh%2BFhh8sKl6dtja8wEFuwts%2FGoZ3kiz4mnIs9wC1gMI7dOUOVhOWPi8fvQDvv%2FFAwljhJQHIecCDRJ%2FDdLux12zKjhXGQF4%3D,DZ5485-612 Jordan1 Retro High OG Lost and Found,New with box,9.9,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 222000 KRW. Original eBay price 163.39 USD. Collected on 2026-05-19. Item title: DZ5485-612 Jordan1 Retro High OG Lost and Found.,keyword_mismatch
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,B,unknown,313000,KRW,listing_price,https://www.ebay.com/itm/358136953575?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item5362a03ae7:g:DNEAAeSwYpNpQqwZ,"Size 9 – Nike Air Jordan Retro 1 Lost and Found (New, No Box)",New with defects,0.0,2026-05-19,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition B. Box included unknown. eBay reference listing price 313000 KRW. Original eBay price 230.0 USD. Collected on 2026-05-19. Item title: Size 9 – Nike Air Jordan Retro 1 Lost and Found (New, No Box).",keyword_mismatch
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,374000,KRW,listing_price,https://www.ebay.com/itm/187717024899?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item2bb4ce7c83:g:31QAAeSwlmRpBnpo,DS New Nike Air Jordan Retro 1 High OG Lost And Found 2022 Size 9 Authentic Red,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 374000 KRW. Original eBay price 275.0 USD. Collected on 2026-05-19. Item title: DS New Nike Air Jordan Retro 1 High OG Lost And Found 2022 Size 9 Authentic Red.,keyword_mismatch
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,445000,KRW,listing_price,https://www.ebay.com/itm/205201960416?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item2fc6fd6de0:g:z4IAAeSw69Jp6bQv,Air Jordan 1 Retro High OG Lost & Found DZ5485-612 Men Size,New with box,14.95,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 445000 KRW. Original eBay price 327.0 USD. Collected on 2026-05-19. Item title: Air Jordan 1 Retro High OG Lost & Found DZ5485-612 Men Size.,keyword_mismatch
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,unknown,unknown,564000,KRW,listing_price,https://www.ebay.com/itm/127797683007?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item1dc155e33f:g:kj4AAOSwUwVnAepZ,✅ Size 9 - Air Jordan 1 High Lost & Found (2022) Nike US9 and Retro OG Chicago,New with tags,50.05,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition unknown. Box included unknown. eBay reference listing price 564000 KRW. Original eBay price 414.7 USD. Collected on 2026-05-19. Item title: ✅ Size 9 - Air Jordan 1 High Lost & Found (2022) Nike US9 and Retro OG Chicago.,keyword_mismatch
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,DS,true,217000,KRW,listing_price,https://www.ebay.com/itm/358538404245?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item537a8de195:g:0qgAAeSwZAFpvFX9&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGYJ8X0s0dRDFe%2FgWCVnn%2FFq%2ByFZP7Dao%2FUQiXCE1DAhgMxtMmiCuzYooPhcTMsU8U9rgLu76i9G%2FFJ4XWLvW%2BGKTHaBjRM8OxYkL90G3tWmfQUZKykeRr8yRstK3vo5VGccw1sB9JSwzmUzhpjF0bTtXcOQMbqyUyq9dUET3bbMhbnlY%2B%2B7fNxWzyRblSE3xXrOV2VU21ufWFrTTxuWPP4H9tM1J3g08xmu6h4OLJebpuKC%2BdjGWMdzHRl6jZGFuWmQyLZov0QDsdSkLHZmma9L%2FoTjgxf0mKBr1xNwsLn6C8xQWMZml43xKnYoxuNaObs%3D,DZ5485-612 Jordan1 Retro High OG Lost and Found,New with box,0.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition DS. Box included true. eBay reference listing price 217000 KRW. Original eBay price 159.52 USD. Collected on 2026-05-19. Item title: DZ5485-612 Jordan1 Retro High OG Lost and Found.,keyword_mismatch
1,EBAY,Nike,Air Jordan 1 Retro High OG,Chicago Lost and Found,270,9,unknown,unknown,675000,KRW,listing_price,https://www.ebay.com/itm/397298071749?_skw=Nike+Air+Jordan+1+Lost+and+Found+US+9&hash=item5c80cf78c5:g:DtYAAeSwtFRpG7Py,Nike Jordan 1 Retro High OG Chicago Lost And Found,New,20.0,2026-05-19,Nike Air Jordan 1 Retro High OG Chicago Lost and Found size 270 KR / US 9. Condition unknown. Box included unknown. eBay reference listing price 675000 KRW. Original eBay price 496.0 USD. Collected on 2026-05-19. Item title: Nike Jordan 1 Retro High OG Chicago Lost And Found.,price_outlier_iqr
